名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
楮实子,Chushizi,Papermulberry Fruit,Broussonetiae Fructus,果实及种子类,桑科植物构树Broussonetia papyrifera (L.) Vent.的干燥成熟果实。,主产于山西、甘肃、河北、湖南、湖北等地区。,小瘦果扁圆形或扁卵形，长约2mm，宽1.5~2mm。表面橙红色或棕红色，有微细网状纹理或颗料状突起，一侧边具凹沟，另侧边具棱线，基部有子房残痕。质硬，内含种子1粒；种皮红棕色，种仁白色，油质。味淡。,以色红、子老、无杂质者为佳。,甘，寒。,补肾清肝、明目、利尿。用于腰膝酸软、虚劳骨蒸、头晕目昏、目生翳膜、水肿胀满。
大腹皮,Dafupi,Areca Peel,Arecae Pericarpium,果实及种子类,棕榈科植物槟榔Areca catechu L.的干燥果皮。,主产于云南、福建、台湾、海南等地。,略呈椭圆形或长卵形瓢状，长4~7cm，宽2~3.5cm，厚0.2~0.5cm。 外果皮深棕色至近黑色，具不规则的纵皱纹及隆起的横纹，顶端有花柱残痕，基部有果梗及残存萼片。内果皮凹陷，褐色或深棕色、光滑呈硬壳状。体轻，质硬，纵向撕裂后可见中果皮纤维。气微，味微涩。,以色黄白、质柔韧、无杂质者为佳。,辛，微温。,下气宽中，行水消肿之功效。现代研究，该品有兴奋胃肠道平滑肌、促胃肠动力作用，并有促进纤维蛋白溶解等作用。
淡豆豉,Dandouchi,Fermented Soybean,Sojae Semen Praeparatum,果实及种子类,豆科植物大豆Glycine max (L.) Merr.的成熟种子的发酵加工品。,各地均产。,该品呈椭圆形，略扁，长0.6~1cm，直径0.5~0.7cm。表面黑色，皱缩不平。质柔软，断面棕黑色。具有膜状种皮，气香，味微甘。,以柔软、无糟粒、香气浓郁者为佳。,辛、甘、微苦，寒。,解肌发表；宣郁除烦。主治外感表证；寒热头痛；心烦；胸闷；虚烦不眠。
刀豆,Daodou,Sword Jackbean Seed,Canavaliae Semen,果实及种子类,豆科植物刀豆Canavalia gladiata (Jacq.) DC.的干燥成熟种子。,主产安徽、湖北、江苏等地区,干燥种子扁肾形或扁椭圆形，长2.5~3.5cm，宽1~2cm，厚0.5~2cm。表面淡红色或红紫色，略有光泽。边缘有灰黑色线形种脐，长1.5~2cm，宽约2mm，种脐上有白色膜状珠柄残余；近种脐一端有凹点状的珠孔，另端有深色合点，种脐与合点间有隆起的种脊。种皮革质，内表面棕绿色而光亮；子叶两片，黄白色，油润。无臭，味淡嚼之有豆腥气。,以粒大饱满、色淡红者为佳。,甘，温。,温中下气。利肠胃，止呕吐，益肾补元气。
稻芽,Daoya,Rice - grain Sprout,Oryzae Fructus Germinatus,果实及种子类,禾本科植物稻Oryza sativa L.的成熟果实经发芽处理后的干燥品。,各产稻区均产。,稻芽呈扁长椭圆形，两端略尖，长7~9mm，直径约3mm。外稃黄色，有白色细茸毛，具5脉。一端有2枚对称的白色条形浆片，长2~3mm，于一个条形浆片内侧伸出弯曲的须根1~3条，长0.5~1.2cm。质硬，断面白色，粉性。无臭，味淡。,以身干、粒饱满、大小均匀、色黄、无杂质者为佳。,甘，温。,消食和中，健脾开胃。用于食积不消，腹胀口臭，脾胃虚弱，不饥食少。炒稻芽偏于消食。用于不饥食少。焦稻芽善化积滞。用于积滞不消。
大枣,Dazao,Common Jujube,Jujubae Fructus,果实及种子类,鼠李科植物枣Ziziphus jujuba Mill.的干燥成熟果实,主产于山西、陕西、河北、河南等地区。,本品呈椭圆形或球形，长2~3.5cm，直径1.5~2.5cm。表面暗红色，略带光泽，有不规则皱纹。基部凹陷，有短果梗。外果皮薄，中果皮棕黄色或淡褐色，肉质，柔软，富糖性而油润。果核纺锤形，两端锐尖，质坚硬。气微香，味甜。,以个大、色红、肉质油润者为佳。,甘，温。,补中益气，养血安神。用于脾虚食少，乏力便溏，妇人脏躁。
地肤子,Difuzi,Belvedere Fruit,Kochiae Fructus,果实及种子类,藜科植物地肤Kochia scoparia (L.) Schrad.的干燥成熟果实。,主产于江苏、河南、河北、山东等地。,呈扁球状五角星形，直径1~3mm。外被宿存花被，表面灰绿色或浅棕色，周围具膜质小翅5枚，北面中心有微突起的点状果梗痕及放射状脉纹~10条；剥离花被，可见膜质果皮，半透明。种子扁卵形，长约1mm，黑色。气微，味微苦。,以灰绿色、饱满者为佳。,辛、苦，寒。,清热利湿，祛风止痒。用于小便涩痛、阴痒带下、风疹、湿疹、皮肤瘙痒。
冬葵果,Dongkuiguo,Cluster Mallow Fruit,Malvae Fructus,果实及种子类,锦葵科植物冬葵Malva verticilata L.的干燥成熟果实。,主产于四川、云南、贵州、湖南、湖北、陕西等地区。,干燥果实呈扁球状盘形，由10~12枚分果瓣组成，果梗细短。分果瓣类扁圆形，具环向细脉纹，表面黄白或黄棕色。种子呈圆形扁平之橘瓣状，或微呈肾形，细小，直径约1.5~2mm，较薄的一边中央凹下，外表为棕黄色的包壳 (果皮)，具环形细皱纹，搓去皮壳后，种子呈棕褐色。质坚硬，破碎后微有香味。,以颗粒饱满、坚老者为佳。,甘，寒。,行水滑肠，通乳，清热排脓。
豆蔻,Doukou,Whitefruit Amomim Fruit,Amomi Fructus Rotundus,果实及种子类,姜科植物白豆蔻Amomum kravanh Pierre ex Gagnep.的干燥成熟果实。,主产泰国、柬埔寨、缅甸等国。,种子类球形或椭圆形，具较明显的3钝棱及3浅沟，长1.5~3cm，直径1.5~3cm；表面灰棕色或黄棕色；中间有黄白色或淡棕色隔膜分成3室，每室有种子22~90 (~110) 颗，不易散开。种子叶卵圆状多面体，长3~5mm，直径2.5~3mm，背面稍隆起，较厚一端有圆窝状种脐，合点位于较扁端的中央微凹处，腹面有一纵沟，淡褐色种脊沿着纵沟自种脐直达合点，沿合点再向背面也有一纵沟，沟的末端不达种脐。质硬，断面乳白色。气芳香，味辛、辣。,以个大、饱满、质结实、气味浓者为佳。,辛，温。,化湿消痞，行气温中，开胃消食。用于湿浊中阻，不思饮食，湿温初起，胸闷不饥，寒湿呕逆，胸腹胀痛，食积不消。
榧子,Feizi,Grand Torreya,Torreyae Semen,果实及种子类,红豆杉科植物榧Torreya grandis Fort.的干燥成熟种子。,主产浙江、江苏、安徽等地。,干燥的种子呈卵圆形，长2~4cm，表面灰黄色或淡黄棕色，有纵皱纹，一端钝圆，有一椭圆形的疤痕，色较淡，在其两侧各有一个小突起，另一端稍尖，外壳质硬脆，破开后内面红棕色，有麻纹。种仁卵圆形，皱而坚实，表面有灰棕色皱缩的薄膜，内胚乳白色或黄白色，有油性。气微香，味微甜。,以个大、壳薄、种仁黄白色、不泛油、不破碎者为佳。,甘，平。,杀虫，消积，润燥。治虫积腹痛，小儿疳积，燥咳，便秘，痔疮。
佛手,Foshou,Finger Citron Fruit,Citri Sarcodactylis Fructus,果实及种子类,芸香科植物佛手Citrus medica L. var. sarcodactylis Swingle.的干燥果实。,主产两广、川渝地区。,该品为类椭圆形或卵圆形的薄片，常皱缩或卷曲。长6~10cm，宽3~7cm，厚0.2~0.4cm。顶端稍宽，常有3~5个手指状的裂瓣，基部略窄，有的可见果梗痕。外皮黄绿色或橙黄色，有皱纹及油点。果肉浅黄白色，散有凹凸不平的线状或点状维管束。质硬而脆，受潮后柔韧。气香，味微甜后苦。,以片大而薄、黄皮白肉 (广佛手) 或绿皮白肉 (川佛手) 、气香甜者为佳。,辛、苦、酸，温。,舒肝理气，和胃止痛。用于肝胃气滞，胸胁胀痛，胃脘痞满，食少呕吐。
瓜蒌,Gualou,Mongolian Snakegourd Fruit,Trichosanthis Fructus,果实及种子类,葫芦科植物栝楼Trichosanthes kirilowii Harms的干燥成熟果实。,主产于河南、河北、山东、安徽等地。,果实呈卵状扁平椭圆形，长11~16mm，宽6~12mm，厚2~3.5mm。表面浅棕色至棕褐色，平滑，边缘有一圈沟纹，顶端尖有种脐，基部钝圆或较狭。种皮坚硬，剖开后可见内种皮膜质，色灰白至灰绿色，含两片黄白色子叶，富油性。瓜蒌子内种皮白色，外种皮棕褐色，子夜2。,以颗粒饱满、淡黄白色、整齐不碎、不出油、无核壳者为佳。,甘、苦，寒。,润肺，化痰，散结，润肠。治痰热咳嗽，胸痹，结胸，肺痿咳血，消渴，黄疸，便秘，痈肿初起。
谷芽,Guya,Foxtail Millet Sprout,Setariae Fructus Germinatus,果实及种子类,禾本科植物粟Setaria italica (L.) Beauv.的成熟果实经发芽处理后干燥而成。,全国各地均产。,果实呈稍扁的长椭圆形，顶部略尖，基部钝圆。长6~9mm，宽约3mm。外种坚硬，表面黄色，具短细毛，有脉5条。基部有白色线形的浆片2枚，长约2mm，淡黄色，膜质，由一侧的浆片内伸出淡黄色弯曲的初生细须根，一侧有芽。内释薄膜状，光滑，黄白色，内藏果实，质坚，断面白色，有粉性。气无，味微甜。,以个大、充实、胚芽完整、淡黄色者为佳。,甘，温。,消食化积；健脾开胃。用于食积停滞；胀满泄泻；脾虚少食；脚气浮肿。
鹤虱,Heshi,Common Carpesium Fruit,Carpesii Fructus,果实及种子类,菊科植物天名精Carpesium abrotanoides L.的干燥成熟果实。,主产陕西、甘肃、山西、河南等地。,呈圆柱状，细小，长3~4mm，直径不及1mm。表面黄褐色或暗褐色，具多数纵棱。一端收缩呈细喙叶，先端扩展成灰白色圆环；另端稍尖，有着生痕迹。果皮薄，纤维性，种皮菲薄透明，子叶2，类白色，稍有油性。气特异，味微苦。,以身均匀饱满、嚼之有颗粒性、表面有光泽者为佳。,苦、辛，平，有小毒。,杀虫，清热解毒，健脾和胃。治虫积腹痛，阴道滴虫。
诃子,Hezi,Medicine Terminalia,Chebulae Fructus,果实及种子类,使君子科植物诃子Terminalia chebula Retz. 的干燥成熟果实。,主产广东、广西、云南等地。,果实呈卵形或椭圆形，长2.4cm，直径2~2.5cm。表面棕褐色，略具光泽，有5~6条纵菱形及不规则的皱纹，在纵棱线之间有1~2条明显或不明显的纵凸起，可见细密横向纹理，基部有圆形果柄痕。质坚实，剖开后，果肉厚2~4mm，黄棕色或黄褐色。果核长l.5~2.5cm，浅黄色，粗糙，坚硬、种子一粒，狭长纺锤形，长约1cm，直径2~4mm，膜质种皮黄棕色，子叶2，白色，相互重叠卷旋。无臭，味酸涩而后甜。,以棕黄色、个大、微皱而有光泽者为佳。,苦、酸、涩，平。,敛肺；涩肠；下气；利咽，清凉解毒。主治久泻；久痢；脱肛；喘咳痰嗽；久咳失音。
红豆蔻,Hongdoukou,Galanga Galangal Fruit,Galangae Fructus,果实及种子类,姜科植物大高良姜Alpinia galanga Willd. 的干燥成熟果实。,主产海南、广东等地。,果实长圆形，中部稍收缩，长0.7~1.5cm，直径0.4~1cm，表面红棕色或淡红棕色，光滑或皱缩，先端有突出的花被残基，基部有果柄痕；果皮薄；易碎。种子呈三角状多面体，分3室，每室有种子2粒；种子呈不规则状四面体，长4~6mm，直径3~6mm，表面暗棕色或褐棕色，微有光泽，具不规则皱纹，外被淡黄色或灰黄色假种皮，背面有凹陷种脐，合点位于腹面，种脊成一浅纵沟。气芳香而浓，味辛、辣。,以粒大、饱满、气味浓者为佳。,辛，温。,温中燥湿；燥湿散寒，醒脾消食。用于脘腹冷痛、食积胀满、呕吐泄泻、饮酒过多。用于脘腹冷痛；食积腹胀，呕吐泄泻；噎膈反胃 。
花椒,Huajiao,Bunge Pricklyath Pericarp,Zanthoxyli Pericarpium,果实及种子类,芸香科植物花椒Zanthoxylum bungeanum Maxim.的干燥成熟果皮。,主产于四川、陕西、河北、山东等地。,蓇葖果多单生，直径4~5mm。略呈球状，裂开为两瓣。外表面紫红色或棕红色，散有多数疣状突起的油点，直径0.5~1mm，对光观察半透明；内表面淡黄色。香气浓，味麻辣而持久。,以紫红色、粒大、油性足、香气浓者为佳。,辛，温，有小毒。,温中止痛、杀虫止痒的功能。生花椒有小毒，辛温之性甚强，外用杀虫止痒作用佳。用于疥疮、湿疹或皮肤瘙痒。
化橘红,Huajuhong,Tomentose Pummelo Peel,Citri Grandis Exocarpium,果实及种子类,芸香科植物化州柚Citrus grandis ‘Tomentosa’ 的未成熟或近成熟的干燥外层果皮。前者习称“毛橘红”，后者习称 “光七爪”“光五爪”。,主产广东化州、廉江等地,药材呈对折的七角或展开的五角星状，单片呈柳叶形。完整者展开后直径15~28cm，厚0.2~0.5cm。外表面黄绿色至黄棕色，有皱纹及小油室；内表面黄白色或淡黄棕色，有脉络纹。质脆，易折断。气芳香，味苦、微辛。,以个大、皮净、色白、质坚实、粉性足者为佳。,辛、苦，温。,散寒，燥湿，利气，消痰。用于风寒咳嗽、喉痒痰多、食积伤酒、呕恶痞闷。
胡椒,Hujiao,Black Pepper Fruit,Piperis Fructus,果实及种子类,胡椒科植物胡椒Piper nigrum L.的干燥近成熟或成熟果实。,主产东南亚各国，国内主产于广西、云南、海南等地。,黑胡椒：由胡椒藤上未成熟的浆果制成的。果实近圆球形，直径3~6mm。表面暗棕色至灰黑色，具隆起的网状皱纹，顶端有细小的柱头残基，基部有自果柄脱落的疤痕。质硬，外果皮可剥离，内果皮灰白色或淡黄色，断面黄白色，粉性，中央有小空隙。气芳香，味辛辣。白胡椒：由移除果皮的种子制成的。果核近圆球形，直径3~6mm。最外为内果皮，表面灰白色，平滑，先端与基部间有多数浅色线状脉纹。,黑胡椒以粒大、饱满。色黑、皮皱、气味强烈者为佳。白胡椒以粒大、个圆、坚实、色白、气味强烈者为佳。,辛，热。,健胃进食，温中散寒，止痛，脾胃虚寒，呕吐，腹泻。
胡芦巴,Huluba,Common Fenugreek Seed,Trigonellae Semen,果实及种子类,豆科植物胡芦巴Trigonella foenum-graecum L.的干燥成熟种子。,主产四川、安徽、河南等地。,种子略呈斜方形或菱形，长3~5mm，宽2~3mm，厚约2mm。表面黄棕色或红棕色，微有灰色短毛，两侧各有一深斜沟，两沟相接处为种脐。质坚硬。气香，味微苦。,以粒大、饱满者为佳。,苦，温。,补肾阳，祛寒湿。治寒疝，腹胁胀满，寒湿脚气，肾虚腰酸，阳痿。
芥子,Jiezi,Indian Mustard Seed,Sinapis Semen,果实及种子类,十字花科植物白芥Sinapis alba L.或芥Brassica juncea (L.) Czern. et Coss.的干燥成熟种子。前者习称“白芥子”，后者习称“黄芥子”。,主产安徽、河南、四川、陕西等地。,白芥子：种子类圆球形，直径1~1.6mm，种皮深黄色至棕黄色，少数呈红棕色。用放大镜观察，种子表面现微细网状纹理，种脐明显，呈点状。浸水中膨胀，除去种皮，可见子叶两片，沿主脉处相重对折，胚根位于2对折子叶之间。干燥品无臭，味初似油样，后辛辣。粉碎湿润后，发生特殊辛烈臭气。黄芥子：较小，直径1~2mm。表面黄色至棕黄色，少数呈暗红棕色。研碎后加水浸湿，则产生辛烈的特异臭气。,以子粒饱满、大小均匀、黄色或红棕色者为佳。,辛，温。,温肺豁痰利气，散结通络止痛。用于寒痰喘咳，胸胁胀痛，痰滞经络，关节麻木、疼痛，痰湿流注，阴疽肿毒。
韭菜子,Jiucaizi,Tuber Onion Seed,Allii Tuberosi Semen,果实及种子类,百合科植物韭菜Allium tuberosum Rottl.的干燥成熟种子。,主产于浙江、福建、湖北、安徽、江西、广东等地。,成熟种子呈扁卵形或半卵形，长2~4mm，宽1.5~3mm，表面呈黑色，一面突起，粗糙，有细密网状皱纹，另一面微凹，皱纹不显。顶端钝，基部略尖，可见一点状突起的种脐。质硬，气特异，味微辛。,以色黑、子粒饱满、无杂质者为佳。,辛、甘，温。,温补肝肾，壮阳固精，暖腰膝。用于阳痿遗精，腰膝酸痛，遗尿尿频，白浊带下。
决明子,Juemingzi,Sickle Senna Seed,Cassiae Semen,果实及种子类,豆科植物决明Cassia obtusifolia L.或小决明Cassia tora L.的干燥成熟种子。,主产安徽、江苏、四川等地。,该品略呈四方形或短圆柱形，两端近平行，稍倾斜，长3~7mm，宽2~4mm，绿棕色或暗棕色，平滑有光泽，背腹面各有1条突起的棱线，棱线两侧各有1条淡黄色的线形凹纹；质坚硬，不易破碎。横切面可见薄的种皮和2片3形折曲的黄色子叶。气微，味微苦。,以颗粒饱满、色绿棕者为佳。,甘、苦、咸，微寒。,清热明目，润肠通便。用于目赤涩痛，羞明多泪，头痛眩晕，目暗不明，大便秘结。归肝、肾、大肠经。有减肥之功效。治风热赤眼，青盲，雀目，高血压，肝炎，肝硬化腹水，习惯性便秘。
莱菔子,Laifuzi,Garden Radish Seed,Raphani Semen,果实及种子类,十字花科植物萝卜Raphanus sativus L.的干燥成熟种子。,各地均产。,种子类卵圆形或椭圆形，稍扁，长2.5~4mm，宽2~3mm。表面黄棕色、红棕色或灰棕色，一端有深棕色圆形种脐，一侧有数条纵沟。种皮薄而脆，子叶2，黄白色，有油性。味淡、微苦、辛。,以饱满粒大、坚实、红棕色者为佳。,辛、甘，平。,消食除胀，降气化痰。用于饮食停滞、脘腹胀痛、大便秘结、积滞泻痢、痰壅喘咳。
连翘,Lianqiao,Weeping Forsythia Fruit,Forsythiae Fructus,果实及种子类,木犀科植物连翘Forsythia suspensa (Thunb.) Vahl 的干燥果实。果实初熟尚带绿色时采收称为青翘，果实熟透颜色发黄时采收称为黄翘。,主产河南、山西、陕西等地。,黄翘：呈长卵形或卵形，两端狭尖，多分裂为两瓣。表面有一条明显的纵沟和不规则的纵皱纹及凸起小斑点，间有残留果柄，表面棕黄色，内面浅黄棕色，平滑，内有纵隔。质坚脆。种子多已脱落。气微香，味苦。青翘：呈狭卵形至卵形，两端狭尖，多不开裂。表面青绿色，绿褐色，有两条纵沟和凸起小斑点，内有纵隔。质坚硬。气芳香，味苦。间有残留果柄。,黄翘以色黄、瓣大、壳厚者为佳。青翘以色绿、不开裂者为佳。,苦、微寒。,清热解毒，消肿散结，疏散风热，有“疮家圣药”之称。治温热，丹毒，斑疹，痈疡肿毒，瘰疬，小便淋闭，清心火。
龙眼肉,Longyanrou,Dried Longan Pulp,Longan Arillus,果实及种子类,无患子科植物龙眼Dimocarpus longan Lour.的假种皮。,主产福建、广东、广西、云南等地。,为纵向破裂的不规则薄片，常数片粘结。长约1.5cm，宽2~4cm，厚约0.1cm。棕褐色，半透明，外表面皱缩不平，内面光亮而有细纵皱纹。质柔润。气微香，味甜。,以片大、肉厚、质细软、棕黄色者为佳。,甘，温。,补益心脾，养血安神。用于气血不足、心悸怔忡、健忘失眠、血虚萎黄。
路路通,Lulutong,Beautiful Sweetgum Fruit,Liquidambaris Fructus,果实及种子类,金缕梅科植物枫香树Liquidambar formosana Hance的干燥成熟果序。,主产江苏、安徽、浙江、福建等地。,本品为聚花果，由多数小蒴果集合而成，呈球形，直径2~3cm。基部有总果梗 。表面灰棕色或棕褐色，有多数尖刺及喙状小钝刺，长0.5~1mm，常折断，小蒴果顶部开裂，呈蜂窝状小孔。体轻，质硬，不易破开。气微，味淡。,以个大、黄色、无果梗者为佳。,苦，平。,祛风活络，利水通经。用于关节痹痛，麻木拘挛，水肿胀满，乳少经闭。
麦芽,Maiya,Barley Sprout,Hordei Fructus Germinatus,果实及种子类,禾本科植物大麦Hordeum vulgare L. 的成熟果实经发芽处理后的干燥品。,全国各地均产。,本品呈梭形，长8~12mm，直径3~4mm。表面淡黄色，背面为外稃包围，具5脉，先端长芒已断落；腹面为内稃包围。除去内外稃后，腹面有1条纵沟；基部胚根处生出幼芽及须根，幼芽长披针状条形，长约0.5cm。须根数条，纤细而弯曲。质硬，断面白色，粉性。无臭，味微甘。,以淡黄色、胚芽完整者为佳。,甘，平。,行气消食，健脾开胃，退乳消胀。用于食积不消，脘腹胀痛，脾虚食少，乳汗郁积，乳房胀痛，妇女断乳，生麦芽健脾和胃通乳。用于脾虚食少，乳汗郁积。
蔓荆子,Manjingzi,Sinplelaef Shrub Chastetree Fruit,Viticis Fructus,果实及种子类,马鞭草科植物单叶蔓荆Vitex trifolia L. var. simplicifolia Cham. 或蔓荆Vitex trifolia L.的干燥成熟果实。,主产江西、浙江、山东等地。,本品呈球形，直径4~6mm。表面灰黑色或黑褐色，被灰白色粉霜状茸毛，有纵向浅沟4条，顶端微凹，基部有灰白色宿萼及短果梗。萼长为果实的1/3~2/3，5齿裂，其中 2裂较深，密被茸毛。体轻，质坚韧，不易破碎。横切面可见4室，每室有种子1枚。气特异而芳香，味淡、微辛。,以粒大饱满、气味浓者为佳。,辛、苦，微寒。,疏散风热，清利头目。用于风热感冒头痛，齿龈肿痛，目赤多泪，目暗不明，头晕目眩。
木瓜,Mugua,Common Floweringquine Fruit,Chaenomelis Fructus,果实及种子类,蔷薇科植物贴梗海棠Chaenomeles speciosa (Sweet) Nakai的干燥成熟果实。亦称为“皱皮木瓜”或“宣木瓜”。,主产安徽、四川、湖北、浙江等地。,本品为为长圆形，多纵剖为两半。外表面紫红色或者红褐色，有不规则的深皱纹。剖面边缘向内卷曲，果肉红棕色，中心部分向下凹陷，为棕黄色。种子为扁长的三角形。饮片为条状。,以外皮皱缩、肉厚、坚实、内外紫红色味酸者为佳。,酸，温。,平肝舒筋，和胃化湿。用于湿痹拘挛，腰膝关节酸重疼痛，吐泻转筋，脚气水肿。
南五味子,Nanwuweizi,Orange Magnoliavine Fruit,Schisandrae Sphenantherae Fructus,果实及种子类,木兰科植物华中五味子Schisandra sphenanthera Rehd. et Wils.的干燥成熟果实。,主产陕西、甘肃、河南等地。,本品呈球形或扁球形，直径4~6mm。表面棕红色至暗棕色，干瘪，皱缩，果肉常紧贴种子上。种子1~2枚，肾形，表面棕黄色，有光泽，种皮薄而脆。果肉气微，味微酸。,以粒大、肉厚、柔润、果皮紫红者为佳。,酸、甘，温。,收敛固涩，益气生津，补肾宁心。用于久嗽虚喘，梦遗滑精，遗尿尿频，久泻不止，自汗，盗汗，津伤口渴，短气脉虚，内热消渴，心悸失眠。
千金子,Qianjinzi,Caper Euphorbia Seed,Euphorbiae Semen,果实及种子类,大戟科植物续随子Euphorbia lathyris L. 的干燥成熟种子。,主产浙江，河南、河北、吉林、四川等地。,种子椭圆形或倒卵形，长约5mm，直径约4mm。表面灰棕色或灰褐色，具不规则网状皱纹，网孔凹陷处灰黑色，形成细斑点。一侧有纵沟状种脊，顶端为突起的合点，下端为线形种脐，基部有类白色突起的种阜或脱落后的痕迹。种皮薄脆，种仁白色或黄白色，富油质。气微，味辛。,以粒饱满、种仁白色、油性足者为佳。,辛，温，有毒。,逐水消肿，破血消症。用于水肿，痰饮，积滞胀满，二便不通，血瘀经闭；外治顽癣，疣赘。
牵牛子,Qianniuzi,Lobedleaf Pharbitis Seed,Pharbitidis Semen,果实及种子类,旋花科植物裂叶牵牛Pharbitis nil (L.) Choisy 的干燥成熟种子。,主产广西、云南等地。,牵牛子呈三棱形，形似橘瓣状。表面灰黑色 (黑牵牛子) 或淡黄白色 (白牵牛子) 。种皮坚韧，背面有一纵沟。味辛苦，有麻舌感。,以颗粒饱满者为佳。,苦，寒，有毒。,泻水通便，消痰涤饮，杀虫攻积。用于水肿胀满，二便不通，痰饮积聚，气逆喘咳，虫积腹痛，蛔虫、绦虫病。
青果,Qingguo,White Canarytree Fruit,Canarii Fructus,果实及种子类,橄榄科植物橄榄Canarium album Raeusch.的干燥成熟果实。,主产广东、海南、福建、台湾等地。,鲜青果，呈梭状，两端钝圆，或渐尖，长可达3~4cm，粗约1.5~2cm。外表碧绿或黄绿色。时日较久者呈乌黄色、平滑、微带光泽。顶端有细小黑色的突起。基部有果柄痕迹。果肉颇厚实，内面黄白而多汁液。果核呈梭形，棕褐色，具6条梭线；质坚硬不易碎。核的横切面可见3个孔洞，其中各有一粒细长梭形的种子；种皮红棕色，种仁白色，油润，有香气、无臭，味涩微酸，嚼之有回甜。干青果；外形同上，外表棕褐色或紫棕色，皱缩，有多数凹凸不平的皱纹。果肉较薄，棕褐色或灰色，质坚韧，可与果核分离，内核性状与鲜者无异。味甜，酸涩味较差。,鲜青果以个大、肉厚、色青绿者为佳。干青果以个大肉厚、色灰绿、无乌黑斑者为佳。,甘、酸，平。,清热，利咽，生津，解毒。用于咽喉肿痛、咳嗽、烦渴、鱼蟹中毒等。
肉豆蔻,Roudoukou,Nutmeg,Myristicae Semen,果实及种子类,肉豆蔻科植物肉豆蔻Myristica fragrans Houtt.的干燥种仁。,主产马来西亚、印尼、斯里兰卡等地，我国广东、广西、云南亦有栽培。,该品呈卵圆形或椭圆形，长2~3cm，直径1.5~2.5cm。表面灰棕色或灰黄色，有时外被白粉 (石灰粉末) 。全体有浅色纵行沟纹及不规则网状沟纹。种脐位于宽端，呈浅色圆形突起，合点呈暗凹陷。种脊呈纵沟状，连接两端。质坚，断面显棕黄色相杂的大理石花纹，宽端可见干燥皱缩的胚，富油性。气香浓烈，味辛。,以个大、表面具紫褐色光泽、仁饱满、色白者为佳。,辛、苦，温。,温中涩肠；行气消食。用于虚泻；冷痢；脘腹胀痛；食少呕吐；宿食不消。
桑椹,Sangshen,Mullberry Fruit,Mori Fructus,果实及种子类,桑科植物桑Morus alba L.的干燥果穗。,主产浙江、江苏、安徽、新疆等地。,该品为聚花果，由多数小核果集合而成，呈长圆形，长1~2cm，直径0.5~0.8cm。黄棕色、棕红色至暗紫色，(比较少见的颜色成熟后呈乳白色)，有短果序梗。小核果卵圆形，稍扁，长约2mm，宽约1mm，外具肉质花被片4 枚。气微，味微酸而甜。,以个大、肉厚、色紫红、糖分足者为佳。,甘、酸，寒。,补血滋阴，生津润燥。用于眩晕耳鸣，心悸失眠，须发早白，津伤口渴，内热消渴，血虚便秘。补肝，益肾，熄风，滋液。治肝肾阴亏，消渴，便秘，目暗，耳鸣，瘰疬，关节不利。
山楂,Shanzha,Chinese Hawthorn Fruit,Crataegi Fructus,果实及种子类,蔷薇科植物山里红Crataegus pinnatifida Bge. var. major N. E. Br.或山楂Crataegus pinnatifida Bge.的干燥成熟果实。,主产河南、河北、山东等地。,果实较小，类球形，直径0.8~1.4cm，有的压成饼状。表面棕色至棕红色，并有细密皱纹，顶端凹陷，有花萼残迹，基部有果梗或已脱落。,以果大、肉厚、核少、皮红者为佳。,甘、酸，微温。,开胃消食、化滞消积、活血散瘀、化痰行气。用于肉食滞积、症瘕积聚、腹胀痞满、瘀阻腹痛、痰饮、泄泻、肠风下血等。
蛇床子,Shechuangzi,Common Cnidium Fruit,Cnidii Fructus,果实及种子类,伞形科植物蛇床Cnidium monnieri (L.) Cuss的干燥成熟果实。,主产河北、广西、浙江、山东等地。,双悬果细小，呈椭圆形，长2~4mm，直径约2mm。表面灰黄色或灰褐色，顶端有2枚向外弯曲的柱基，基部偶有细梗。悬果瓣的背面有薄而突起的纵棱5条，接合面平坦，有2条棕色略突起的纵棱线。果皮松脆；种子细小，灰棕色，显油性。气香，味辛凉，有麻舌感。,以灰黄色、颗粒饱满、气味浓者为佳。,辛、苦，温，有小毒。,解毒杀虫 燥湿 祛风。用于；外治外阴湿疹，妇人阴痒 滴虫性阴道炎 湿疹疥癣 ；寒湿带下 ； 湿痹腰痛 ；肾虚阳痿； 宫冷不孕 。
水红花子,Shuihonghuazi,Prince's Feather Fruit,Polygni Orientalis Fructus,果实及种子类,蓼科植物红蓼Polygonum orientale L.的干燥成熟果实。,主产东北、华北地区。,呈扁圆形，直径2~3mm，厚1~1.5mm。表面棕黑色，或红棕色，有光泽，两侧面微凹入，其中央呈微隆起的线状，先端有刺状突起的柱基，基部有浅棕色略突起的果柄痕，有时残留膜质花被。果皮厚而坚硬。种子扁圆形，种皮浅棕色膜质；胚乳粉质，类白色，胚细小弯曲，略成环状。气微弱，味淡。,以饱满充实，色红黑者为佳。,咸，微寒。,散血消症，消积止痛。用于症瘕痞块，瘿瘤，食积不消，胃脘胀痛，水肿腹水。
