名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
青风藤,Qingfengteng,Ovientvine Stem,Sinomenii Caulis,藤木类,防己科植物青藤 Sinomenium acutum (Thunb.) Rehd. et Wils.的干燥藤茎。,主产于华东、华南地区和云南。,呈细长圆柱形，直径5~20mm，外表灰褐色或棕褐色，有纵皱及横向皮孔，节处膨大。体轻，质坚实而脆，易折断，断面灰黄色或淡灰棕色，不平坦。横切面韧皮部很窄，木质部导管与射线呈放射状排列，导管较大，中央为圆形的髓。气弱，味苦。,以外皮绿褐色、条均匀者为佳。,苦、辛，平。,祛风湿，通经络，利小便。用于风湿痹痛，关节肿胀，麻痹瘙痒。
大血藤,Daxueteng,Sargenrgloryvine,Sargentodexae Caulis,藤木类,木通科植物大血藤Sargentodoxa cuneata (Oliv.) Rehd. et Wils.的干燥藤茎。,主产湖北、四川、江西、河南等地。,干燥茎呈圆柱形，略弯曲，通常截成长约30cm的段状，直径1~3cm。外表棕色或灰棕色，粗糙，具有浅的纵槽纹及明显的横裂纹，有时可见膨大的节部及略凹陷的枝痕或叶柄痕，栓皮常呈鳞片状开裂，脱落处露出淡红棕色的内皮部。质坚韧，有弹性，折断面裂片状；平整的横切面，本质部黄白色，导管呈细孔状，髓射线棕红色，放射状排列。气异香，味淡微涩。,以条匀、径粗者佳。,苦、平。,败毒消痈，活血通络，祛风杀虫的作用。治急、慢性阑尾炎，风湿痹痛，赤痢，血淋，月经不调，疳积，虫痛，跌扑损伤。
川木通,Chuanmutong,Armand Clematis Stem,Clematidis Armandii Caulis,藤木类,毛茛科植物小木通Clematis armandii Franch. 或绣球藤Clematis montana Buch.-Ham.的干燥藤茎。,主产于四川、贵州、湖南、陕西等地。,呈长圆柱形，略扭曲，长50~100cm，直径2~3.5cm。表面黄棕色或黄褐色，有纵向凹沟及棱线；节处多膨大，有叶痕及侧枝痕。残存皮部易撕裂。质坚硬，不易折断。切片厚0.2~0.4cm，边缘不整齐，残存皮部黄棕色，木部浅黄棕色或浅黄色，有黄白色放射状纹理及裂隙，其间布满导管孔，髓部较小，类白色或黄棕色，偶有空腔。,以断面黄白色者为佳。,淡、苦，寒。,清热利尿，通经下乳。用于水肿、淋病，小便不通，关节痹痛，经闭乳少。
苏木,Sumu,Sappan Wood,Sappan Lignum,藤木类,豆科植物苏木Caesalpinia sappan L.的干燥心材。,主产于贵州、广东、广西、台湾等地。,呈长圆柱形或对剖半圆柱形，长10~100cm，直径3~12cm。表面黄红色至暗红色，可见红白相间的细条纹，具刀削痕和枝痕，常见纵向裂缓。横断面略具光泽，年轮明显，有的可见暗棕色、质松、带亮点的髓部。质坚硬。无臭，味徽涩。,以坚实、粗大、色黄红者为佳。,甘、咸，平。,血祛瘀，消肿定痛。主妇人血滞经闭，痛经，产后瘀阻心腹痛，产后血晕，痈肿，跌打损伤，破伤风 。
桂枝,Guizhi,Cassiabarktree Twig,Cinnamomi Ramulus,藤木类,樟科植物肉桂Cinnamomum cassia Presl的干燥嫩枝。,主产于福建、广东、广西等地。,呈长圆柱形，多分枝，长30~75cm，粗端直径0.3~1cm。表面红棕色至棕色，有纵棱线、细皱纹及小疙瘩状的叶痕、枝痕、芽痕，皮孔点状。质硬而脆，易折断。切片厚2~4mm，断面皮部红棕色，木部黄白色至浅黄棕色，髓部略呈方形。有特异香气，味甜、微辛，皮部味较浓。,以枝条细嫩均匀、棕黄色、气香浓者为佳。,辛、甘，温。,发汗解肌，温通经脉，助阳化气，平冲降气。用于风寒感冒，脘腹冷痛，血寒经闭，关节痹痛，痰饮，水肿，心悸，奔豚。
降香,Jiangxiang,Rosewood Heart Wood,Dalbergiae Odoriferae Lignum,藤木类,豆科植物降香檀Dalbergia odorifera T. Chen的树干和根的干燥心材。,主产于广西、广东、福建、海南等地。,该品呈类圆柱形或不规则块状。表面紫红色或红褐色，切面有致密的纹理。质硬，有油性。气微香，味微苦。,以坚实、富有性、香气浓、紫红色者为佳。,辛，温。,行气活血，止痛，止血。用于脘腹疼痛，肝郁胁痛，胸痹刺痛，跌扑损伤，外伤出血。
鸡屎藤,Jishiteng,Chinese Fevervine Herb and Root,Paederiae Scandentis Herba et Radix,藤木类,茜草科植物鸡矢藤Paederia scandens (Lour.) Merr.的干燥藤茎或地上部分。,主产长江流域及其以南各地。,鸡矢藤茎呈扁圆柱形，稍扭曲，无毛或近无毛，老黄牛茎灰棕色，直径3~12mm，栓皮常脱落，有纵皱纹及叶柄断痕，易折断，断面平坦，灰黄色；嫩茎黑褐色，直径1~3mm，质韧，不易折断，断面纤维性，灰白色或浅绿色。叶对生，多皱缩或破碎，完整者展平后呈宽卵形或披针形，长5~15cm，宽2~6cm，先端尖，基部楔形，圆形或浅心形，全缘，绿褐色，两面无柔毛或近无毛；叶柄长1.5~7cm，无毛或有毛。聚伞花序顶生或腋生，前者多带叶，后者疏散少花，花序轴及花均被疏柔毛，花淡紫色。气特异，味微苦、涩。,以条匀、叶多、气浓者为佳。,甘、酸，平。,祛风除湿；消食化积；解毒消肿；活血止痛。主治风湿痹痛；食积腹胀；小儿疳积；腹泻；痢疾；中暑；黄疸；肝炎；肝脾肿大；咳嗽；瘰疬；肠痈；无名肿毒；脚湿肿烂；烫火伤；湿疹；皮炎；跌打损伤；蛇蛟蝎螫。
鸡血藤,Jixueteng,Suberect Spatholobus Stem,Spatholobi Caulis,藤木类,豆科植物密花豆Spatholobus suberectus Dunn的干燥藤茎。,主产于云南、广西、广东等地。,该品为椭圆形、长矩圆形或不规则的斜切片，厚0.3~1cm。栓皮灰棕色，有的可见灰白色斑，栓皮脱落处现红棕色。切面木部红棕色或棕色，导管孔多数；韧皮部有树脂状分泌物呈红棕色至黑棕色，与木部相间排列呈3~8个偏心性半圆形环；骨部偏向一侧。质坚硬。气微，味涩。,以树脂分泌物多者为佳。,苦、甘，温。,补血，活血，通络。用于月经不调，血虚萎黄，麻木瘫痪，风湿痹痛。
络石藤,Luoshiteng,Chinese Starasmine Stem,Trachelospermi Caulis et Folium,藤木类,夹竹桃科植物络石Trachelospermum jasminoides (Lindl.) Lem.的干燥带叶藤茎。,主产于江苏、安徽、江西、山东、福建等地。,本品茎呈圆柱形，弯曲，多分枝，长短不一，直径1~5mm；表面红褐色，有点状皮孔及不定根；质硬，断面淡黄白色，常中空。叶对生，有短柄；展平后叶片呈椭圆形或卵状披针形，长1~8cm，宽0.7~3.5cm；全缘，略反卷，上表面暗绿色或棕绿色，下表面色较淡，革质。气微，味微苦。,以叶多、色绿者为佳。,苦，微寒。,祛风通络，凉血消肿。用于风湿热痹，筋脉拘挛，腰膝酸痛，喉痹，痈肿，跌扑损伤。
木通,Mutong,Akabia Stem,Akebiae Caulis,藤木类,木通科植物木通Akebia quinata (Thunb.) Decne.、三叶木通Akebia trifoliata (Thunb.) Koidz.及白木通Akebia trifoliata (Thunb.) Koidz. var. australis (Diels) Rehd.的干燥藤茎。,主产华东地区。,木通：藤茎圆柱形，稍扭曲，直径0.2~0.5cm。表面灰棕色，有光泽，有浅的纵纹，皮孔圆形或横向长圆形，突起，直径约1mm；有枝。质坚脆，较易折断，横断面较平整，皮部薄易剥离，木部灰白色，导管孔排列紧密而无规则，射线细，不明显，中央髓圆形，明显。气微，味淡而微辛。三叶木通：藤茎圆柱形，扭曲，直径0.2~1.5cm。表面灰色、灰棕色或暗棕色，颜色不均匀，极粗糙，有许多不规则纵裂纹及横裂纹，有时附生灰绿色苔藓，皮孔圆形或横向长圆形，突起，棕色，不明显，直径1~2mm；有枝痕。皮部易与木部剥离，去皮处表面棕黄色，射线处有深棕色纵沟。质坚韧，难折断，断面木部黄白色，导管孔细密，排列不规。白木通藤茎直径5~8mm。表面黄棕色或暗棕色，有不规则纵沟纹；有枝痕。质坚韧，难折断，断面木部淡黄色，导管细密，排列不规则，射线约13条，浅黄色放射状，髓类圆形。气微，味徽苦。,以条粗、均匀者为佳。,苦，微寒。,清热利尿；活血通脉。主小便赤赤；淋浊；水肿；胸中烦热；喉喉疼痛；口舌生疮；风湿痹痛；乳汁不通；经闭；痛经。
忍冬藤,Rendongteng,Japanese Honeysuckle Stem,Lonicerae Japonicae Caulis,藤木类,忍冬科植物忍冬Lonicera japonica Thunb.的干燥茎枝。,主产于河南、山东等地，目前全国大部分地区均由栽培。,该品呈长圆柱形，多分枝，常缠绕成束，直径1.5~6mm。表面棕红色至暗棕色，有的灰绿色，光滑或被茸毛；外皮易剥落。枝上多节，节间长6~9cm，有残叶及叶痕。质脆，易折断，断面黄白色，中空。无臭，老枝味微苦，嫩枝味淡。,以枝条均匀、嫩枝稍有毛、外皮枣红色、质嫩带叶者为佳。,甘，寒。,清热解毒，疏风通络。用于温病发热，热毒血痢，痈肿疮疡，风湿热痹，关节红肿热痛。
桑寄生,Sangjisheng,Chinese Taxillus Herb,Taxilli Herba,藤木类,桑寄生科植物桑寄生Taxillus chinensis (DC.) Danser的干燥带叶茎枝。,主产福建、两广等地。,茎枝呈圆柱形，长3~4cm，直径0.2~1cm；表面红褐色或灰色，具细纵纹，并有众多细小皮孔，小枝有棕红色细毛。有时逞叶，多卷缩，完整者呈卵圆形，全缘，棕色，革质，幼叶亦被棕红色细毛。茎坚硬，断面不整齐，皮部红棕色，木榈色较浅。无臭，味涩。,以红褐色、枝细嫩、叶多者为佳。,苦、甘，平。,祛风湿，益肝肾，强筋骨，安胎。
桑枝,Sangzhi,Mulberry Twig,Mori Ramulus,藤木类,桑科植物桑Morus alba L.的干燥嫩枝。,主产安徽、江苏、浙江、湖南、四川等地。,干燥的嫩枝呈长圆柱形，长短不一，直径0.5~lcm。外表灰黄色或灰褐色，有多数谈褐色小点状皮孔及细纵纹，并可见灰白色半月形的叶痕和棕黄色的叶芽。质坚韧，有弹性，较难折断，断面黄白色，纤维性。斜片呈椭圆形，长约2mm。切面皮部较薄，木部黄白色，射纹细密，中心有细小而绵软的髓。有青草气，味淡略粘。,以质嫩、断面黄白色者为佳。,苦，平。,祛风湿，利关节，行水气。主治风寒湿痹，四肢拘挛，脚气浮肿，肌体风痒。
通草,Tongcao,Rice Paper Plant Pith,Tetrapanacis Medulla,藤木类,五加科植物通脱木Tetrapanax papyriferus (Hook.) K. Koch的干燥茎髓。,主产四川、贵州、湖北、云南等地。,茎贿呈圆柱形，长20~40cm，直径1~2.5cm。表面白色或淡黄色，有浅纵沟纹。体轻，质松软，稍有弹性，易折断，断面平坦，显银白色光泽，中内有直径0.3~1.5cm的空心或半透明的薄膜，纵剖面呈梯状排列，实心者 (仅在细小茎贿中的某小段) 少见。无臭，无味。,以条粗壮、色洁白、有弹性、空心有隔膜者为佳。,甘、淡，微寒。,清热利湿；通乳，用于淋症涩痛；小便不利；水肿；黄疸；湿温病；小便短赤；产后乳少；经闭；带下。
檀香,Tanxiang,Sandalwood,Santali Albi Lignum,藤木类,檀香科植物檀香Santalum albm L.树干的干燥心材。,主产印度、印尼、马来西亚等地。,本品为长短不一的圆柱形木段，有的略弯曲，一般长约1m，直径10~30cm。外表面灰黄色或黄褐色，光滑细腻，有的具疤节或纵裂，横截面呈棕黄色，显油迹；棕色年轮明显或不明显，纵向劈开纹理顺直。质坚实，不易折断。气清香，燃烧时香气更浓；味淡，嚼之微有辛辣感。饮片多为卷曲或破碎的刨片，表面灰黄色，较粗糙，有细致的刨裂纹。,以体重、坚实、显油迹、香气浓者为佳。,辛，温。,行气温中，开胃止痛。用于寒凝气滞，胸痛，腹痛，胃痛食少；冠心病，心绞痛。
竹茹,Zhuru,Bamboo Shavings,Bambusae Caulis in Taenias,藤木类,禾本科植物青秆竹Bambusa tuldoides Munro、大头典竹Sinocalamus beecheyanus (Munro) Mc-Clure var. pubescens P. F. Li 或淡竹Phyllostachys nigra (Lodd.) Munro var. henonis (Mitf.) Stapf ex Rendle 的茎秆的干燥中间层。,主产中南、华东、西南地区。,本品呈不规则的丝状或薄带状，常卷曲扭缩而缠结成团或作创花状，长短不一，宽0.5~0.7cm，厚0.3~0.5cm。全体淡黄白色、浅绿色、青黄色、灰黄色、灰黄绿色、黄而韧，有弹性。气稍清香，味微甜。,以身干、黄绿色、细丝均匀、质柔软者为佳。,甘，微寒。,清热化痰，除烦止呕。用于痰热咳嗽、胆火挟痰、烦热呕吐、惊悸失眠、中风痰迷、舌强不语、胃热呕吐、妊娠恶阻、胎动不安。
紫苏梗,Zisugeng,Cutivated Purple Perilla Stem,Perillae Caulis,藤木类,唇形科植物紫苏Perilla frutescens (L.) Britt.的干燥茎。,主产浙江、江苏、河南、河北等地。,本品呈方柱形，四棱钝圆，长短不一，直径0.5~1.5cm。表面紫棕色或暗紫色，四面有纵沟及细纵纹，节部稍膨大，有对生的枝痕和叶痕。断面裂片状。切片厚2~5mm，常呈斜长方形，木部黄白色，射线细密，呈放射状，髓部白色。,以外皮紫棕色、有香气者为佳。,辛，温。,理气宽中，止痛，安胎。用于胸膈痞闷，胃脘疼痛，嗳气呕吐，胎动不安。
皂角刺,Zaojiaoci,Chinese Honeylocust Spine,Gleditsiae Spina,藤木类,本品为豆科植物皂荚Gleditsia sinensis Lam.的干燥棘刺。,主产于江苏、湖北、河北、山西、河南、山东等地。,本品为主刺及1~2次分枝的棘刺。主刺长3~15cm或更长，直径0.3~1cm；分枝刺长1~6cm，刺端锐尖。表面紫棕色或棕褐色。体轻，质坚硬，不易折断。切片厚0.1~0.3cm，常带有尖细的刺端；木部黄白色，髓部疏松，淡红棕色；质脆，易折断。气微，味淡。,以片薄、纯净、无核梗、色棕紫、切片中间棕红色、慷心者为佳,辛，温。,消肿托毒，排脓，杀虫。用于痛疽初起或脓成不溃；外治疥癣麻风。
白扁豆,Baibiandou,White Hyacinth Bean,Lablab Semen Album,果实及种子类,豆科植物白扁豆Dolichos lablab L.的干燥成熟种子。,主产于安徽、陕西、湖南、河南等地。,种子扁椭圆形或扁卵圆形，长0.8~1.3cm，宽6~9mm，厚约7mm。表面淡黄白色或淡黄色，平滑，稍有光泽，有的可见棕褐色斑点，一侧边缘有隆起的白色半月形种阜。长7~10mm，剥去后可见凹陷的种脐，紧接种阜的一端有珠孔，另端有种脊。质坚硬，种皮薄而脆，子叶2片，肥厚，黄白色。气微，味淡，嚼之有豆腥气。,以粒大、饱满、色白者为佳。,甘，微温。,补脾和中，化湿消暑。用于脾胃虚弱、食欲不振、大便溏泻、白带过多、暑湿吐泻、胸闷腹胀。
白果,Baiguo,Ginkgo Seed,Ginkgo Semen,果实及种子类,银杏科植物银杏Ginkgo biloba L.的干燥成熟种子。,主产广西、四川、湖北、江苏等地。,除去外种皮的种子卵形或椭圆形，长1.5~3cm，宽1~2.2cm。外壳 (中种皮) 骨质，光滑，表面黄白色或淡棕黄色，基部有一圆点状突起，边缘各有1条棱线，偶见3条棱线。内种皮膜质，红褐色或淡黄棕色。种仁扁球形，淡黄色，胚乳肥厚，粉质，中间有空隙；胚极小。气无，味微甘、苦。,以壳色黄白、种仁饱满，断面色淡黄者为佳。,甘、苦、涩，平，有小毒。,敛肺定喘；止带缩尿。哮喘痰嗽；白带；白浊；遗精；尿频；无名肿毒； 皶鼻。
柏子仁,Baiziren,Chinese Arborvilae Seed,Platycladi Semen,果实及种子类,柏科植物侧柏Platycladus orientalis (L.) Franco的干燥成熟种仁。,主产于河北、山东、陕西等地。,长卵形或长椭圆形，长0.3~0.7cm，直径0.1~0.3cm。新货黄白色或淡黄色，久置陈货则呈黄棕色，并有油点渗出。种仁外面常包有薄膜质的种皮，顶端略尖，圆三棱形，基部钝圆。质软油润，断面黄白色，胚乳较多，子叶2枚，均含丰富的油质。气微香，味淡而有油腻感。,以粒大，饱满、油性大而不泛油、无皮壳杂质、黄白色者为佳。,甘，平。,养心安神，润肠通便。用于虚烦不眠，心悸怔忡，肠燥便秘等症。
八角茴香,Bajiaohuixiang,Truestar Anise,Anisi Stellati Fructus,果实及种子类,木兰科植物八角茴香Illicium verum Hook. f. 的干燥成熟果实。,主产广西、云南等地。,聚合果约由8个 (稀5~13个) 蓇葖果聚成，各分果近等大，放射状排列于中轴上，蓇葖果长1~2cm，高0.5~1cm，外表面棕褐色或红褐色，有不规则皱纹，顶端钝或钝尖，果皮较厚，上侧多开裂成小艇形；内表面淡棕色，有光泽。每个蓇葖果含种子1粒，扁卵圆形，红棕色或灰棕色，有光泽。果梗长3~4cm，弯曲，常脱落。气芳香，味辛、甜。,以色黄、个大、饱满、油多者为佳。,辛，温。,散寒；理气；止痛。用治寒疝腹痛；腰膝冷痛；胃寒呕吐；脘腹疼痛；寒湿脚气。
荜茇,Bibo,Long Pepper Fruit,Piperis Longi Fructus,果实及种子类,胡椒科植物荜茇Piper longum L.的干燥近成熟或成熟果穗。,主产印尼等地。,呈圆柱形，稍弯曲，由多数小浆果集合而成，长1.5~3.5cm，直径0.3~0.5cm。表面黑褐色或棕色，有斜向排列整齐的小突起，基部有果穗梗残存或脱落。质硬而脆，易折断，断面不整齐，颗粒状。小浆果球形，直径约0.1cm，断面颗粒状。有特异香气，味辛辣。,以饱满肥大、坚实、黑褐色、断面稍红、气味浓者为佳。,辛，热。,温中散寒，下气止痛。用于脘腹冷痛、呕吐、泄泻、偏头痛、鼻渊、外治牙痛、冠心病、心绞痛。治心腹冷痛，呕吐吞酸，肠鸣泄泻，冷痢，阴疝，头痛，鼻渊，齿痛。
蓖麻子,Bimazi,Castorbean,Ricini Semen,果实及种子类,大戟科植物蓖麻Ricinus communis L.的干燥成熟种子。,产于全国各地。,本品呈椭圆形或卵形，稍扁，长0.9~1.8cm，宽0.5~1cm。表面光滑，有灰白色与黑褐色或黄棕色与红棕色相间的大理石样“斑纹”。一面较平，一面较隆起，较平的一面有1条隆起的种脊；一端有灰白色或浅棕色突起的种阜。种皮薄而脆。胚乳肥厚，白色，富油性，菲薄，无臭，味微苦辛。,以饱满粒大、有光泽者为佳。,甘、辛，平。,消肿拔毒，泻下通滞。用于痈疽肿毒，喉痹，大便燥结等症状。
槟榔,Binglang,Betelnutpalm Seed,Arecae Semen,果实及种子类,棕榈科植物槟榔Areca catechu L.的干燥成熟种子。,主产海南、云南、广东、福建等地。,干燥种子呈圆锥形或扁圆球形，高1.5~3cm，基部直径2~3cm，表面淡黄棕色或黄棕色，粗糙，有颜色较浅的网形凹纹，并偶有银色斑片状的内果皮附着。基部中央有圆形凹陷的珠孔，其旁有淡色的疤痕状的种脐。质坚实，纵剖面可见外缘的棕色种皮向内褶入，与乳白色的胚乳交错，形成大理石样花纹。基部珠孔内侧有小形的胚，常呈棕色，干枯皱缩不显。气无，味涩而微苦,以果大体重、坚实、不破裂者为佳。,苦、辛，温。,驱虫；消积；下气；行水；截疟。虫积；食滞；脘腹胀痛；泻痢后重；脚气；水肿；疟疾。
补骨脂,Buguzhi,Malaytea Scurfpea Fruit,Psoraleae Fructus,果实及种子类,豆科植物补骨脂Psoralea corylifolia L.的干燥成熟果实。,主产于河南、四川、安徽等地。,果实扁圆状肾形，一端略尖，少有宿萼。怀补骨脂长4~5.5mm，宽约2~4mm，厚约1mm；川补骨脂较小。表面黑棕色或棕褐色，具微细网纹，在放大镜下可见点状凹凸纹理。质较硬脆，剖开后可见果皮与外种皮紧密贴生，种子凹侧的上端略下处可见点状种脐，另一端有合点，种脊不明显。外种皮较硬，内种皮膜质，灰白色；子叶2枚，肥厚，淡黄色至淡黄棕色，陈旧者色深，其内外表面常可见白色物质，于放大镜下观察为细小针晶；胚很小。宿萼基部连合，上端5裂，灰黄色，具毛茸，并密布褐色腺点。气芳香特异、味苦微辛。,以粒大、饱满、黑色者为佳。,辛、苦，温。,补肾助阳；纳气平喘；温脾止泻。主肾阳不足；下元虚冷；腰膝冷痛；阳痿遗精；尿频；遗尿；肾不纳气；虚喘不止；脾肾两虚；大便久泻；白癜风；斑秃；银屑病。
草豆蔻,Caodoukou,Katsumada Galangal Seed,Alpiniae Katsumadai Semen,果实及种子类,姜科植物草豆蔻Alpinia katsumadai Hayata 的干燥近成熟种子。,主产广东、广西、海南等地。,该品为类球形的种子团，直径1.5~2.7cm。表面灰褐色，中间有黄白色的隔膜，将种子团分成3 瓣，每瓣有种子多数，粘连紧密，种子团略光滑。种子为卵圆状多面体，长3~5mm，直径约3mm，外被淡棕色膜质假种皮，种脊为一条纵沟，一端有种脐；质硬，将种子沿种脊纵剖两瓣，纵断面观呈斜心形，种皮沿种脊向内伸入部分约占整个表面积的1/2 ；胚乳灰白色。气香，味辛，微苦。,以种子饱满、坚实、类球形、气浓者为佳。,辛，温。,化湿消痞，行气温中，开胃消食。用于湿浊中阻，不思饮食，湿温初起胸闷不饥，寒湿呕逆，胸腹胀痛，食积不消。
草果,Caoguo,Tsaoko Amomum Fruit,Tsaoko Fructus,果实及种子类,姜科植物草果Amomum tsao-ko Crevost et Lemaire的干燥成熟果实。,主产于贵州、广西、云南等地。,果实椭圆形，长2~4.5cm，直径1~2.5cm，表面棕色或红棕色，具3钝棱及明显的纵沟及棱线，先端有圆形突起的柱基，基部有果柄或果柄痕，果皮坚韧，内分3室，每室含种子7~24粒，种子集结成团。种子多面形，直径5~7mm，黄棕色或红棕色，具灰白色膜质假种皮，中央有凹陷合点，较狭端腹面有圆窝状种脐，种脊凹陷成1纵沟。气芳香，味辛、辣。,以个大、饱满、色红棕、气味浓行为佳。,辛，温。,燥湿除寒，祛痰截疟，消食化食。主治疟疾，痰饮痞满，脘腹冷痛，反胃，呕吐，泻痢，食积。
陈皮,Chenpi,Tangerine Peel,Citri Reticulatae Pericarpium,果实及种子类,芸香科植物橘Citrus reticulata Blanco及其栽培变种的干燥成熟果皮。,主产川渝地区、广东、福建、江西等地。,常剥成数瓣，基部相连，有的呈不规则的片状，厚1~4mm。外表面橙红色或红棕色，有细皱纹及凹下的点状油室；内表面浅黄白色，粗糙，附黄白色或黄棕色筋络状维管束。质稍硬而脆。气香，味辛、苦。广陈皮：常3瓣相连，形状整齐，厚度均匀，约1mm。点状油室较大，对光照视，透明清晰。质较柔软。,以皮张大、完整、色鲜艳油润、香气浓者佳。,苦、辛，温。,理气健脾，燥湿化痰。用于胸脘胀满，食少吐泻，咳嗽痰多。
车前子,Cheqianzi,Asiatic Plantain Seed,Plantaginis Semen,果实及种子类,车前科植物车前Plantago asiatica L.或平车前Plantago depressa Willd.的干燥成熟种子。,全国各地均产。,种子略呈椭圆形或不规则长圆形，稍扁，长约2mm，宽约1mm。表面淡棕色或棕色，略粗糙不平。于扩大镜下可见微细纵纹，于稍平一面的中部有淡黄色凹点状种脐。质硬，切段面灰白色。种子放入水中，外皮有粘液释出。气微，嚼之带粘液性。,以粒大、均匀饱满、色棕红者为佳。,甘、淡，微寒。,清热利尿；渗湿止泻；明目；祛痰。主小便不利；淋浊带下；水肿胀满；暑湿泻痢；目赤障翳；痰热咳喘。
赤小豆,Chixiaodou,Rice Bean,Vignae Semen,果实及种子类,豆科植物赤小豆Phaseolus calcaratus Roxb.的干燥成熟种子。,主产于湖南、江西、广东、浙江等地。,干燥种子略呈圆柱形而稍扁，长5~7mm，直径约3mm，种皮赤褐色或紫褐色，平滑，微有光泽，种脐线形，白色，约为全长的2/3，中间凹陷成一纵沟，偏向一端，背面有一条不明显的棱脊。质坚硬，不易破碎，除去种皮，可见两瓣乳白色于仁。气微，嚼之有豆腥味。,以身干，颗粒饱满，色赤红发暗者为佳。,甘、酸，平。,利水除湿，和血排脓，消肿解毒。治水肿，脚气，黄疸，泻痢，便血，痈肿。
茺蔚子,Chongweizi,Common Motherwort Fruit,Leonuri Fructus,果实及种子类,唇形科植物益母草Leonurus japonicus Houtt.的干燥成熟果实。,各地均产。,呈三棱形，长2~3mm，宽约1.5mm。表面灰棕色至灰褐色，有深色斑点，一端稍宽，平截状，另一端渐窄而钝尖。果皮薄，子叶类白色，富油性。无臭，味苦。,以饱满粒大者为佳。,辛、苦，微寒。,活血调经、清肝明目的功能。生茺蔚子长于清肝明目。用于目赤肿痛或目生翳膜。
楮实子,Chushizi,Papermulberry Fruit,Broussonetiae Fructus,果实及种子类,桑科植物构树Broussonetia papyrifera (L.) Vent.的干燥成熟果实。,主产于山西、甘肃、河北、湖南、湖北等地区。,小瘦果扁圆形或扁卵形，长约2mm，宽1.5~2mm。表面橙红色或棕红色，有微细网状纹理或颗料状突起，一侧边具凹沟，另侧边具棱线，基部有子房残痕。质硬，内含种子1粒；种皮红棕色，种仁白色，油质。味淡。,以色红、子老、无杂质者为佳。,甘，寒。,补肾清肝、明目、利尿。用于腰膝酸软、虚劳骨蒸、头晕目昏、目生翳膜、水肿胀满。
大腹皮,Dafupi,Areca Peel,Arecae Pericarpium,果实及种子类,棕榈科植物槟榔Areca catechu L.的干燥果皮。,主产于云南、福建、台湾、海南等地。,略呈椭圆形或长卵形瓢状，长4~7cm，宽2~3.5cm，厚0.2~0.5cm。 外果皮深棕色至近黑色，具不规则的纵皱纹及隆起的横纹，顶端有花柱残痕，基部有果梗及残存萼片。内果皮凹陷，褐色或深棕色、光滑呈硬壳状。体轻，质硬，纵向撕裂后可见中果皮纤维。气微，味微涩。,以色黄白、质柔韧、无杂质者为佳。,辛，微温。,下气宽中，行水消肿之功效。现代研究，该品有兴奋胃肠道平滑肌、促胃肠动力作用，并有促进纤维蛋白溶解等作用。
淡豆豉,Dandouchi,Fermented Soybean,Sojae Semen Praeparatum,果实及种子类,豆科植物大豆Glycine max (L.) Merr.的成熟种子的发酵加工品。,各地均产。,该品呈椭圆形，略扁，长0.6~1cm，直径0.5~0.7cm。表面黑色，皱缩不平。质柔软，断面棕黑色。具有膜状种皮，气香，味微甘。,以柔软、无糟粒、香气浓郁者为佳。,辛、甘、微苦，寒。,解肌发表；宣郁除烦。主治外感表证；寒热头痛；心烦；胸闷；虚烦不眠。
刀豆,Daodou,Sword Jackbean Seed,Canavaliae Semen,果实及种子类,豆科植物刀豆Canavalia gladiata (Jacq.) DC.的干燥成熟种子。,主产安徽、湖北、江苏等地区,干燥种子扁肾形或扁椭圆形，长2.5~3.5cm，宽1~2cm，厚0.5~2cm。表面淡红色或红紫色，略有光泽。边缘有灰黑色线形种脐，长1.5~2cm，宽约2mm，种脐上有白色膜状珠柄残余；近种脐一端有凹点状的珠孔，另端有深色合点，种脐与合点间有隆起的种脊。种皮革质，内表面棕绿色而光亮；子叶两片，黄白色，油润。无臭，味淡嚼之有豆腥气。,以粒大饱满、色淡红者为佳。,甘，温。,温中下气。利肠胃，止呕吐，益肾补元气。
稻芽,Daoya,Rice - grain Sprout,Oryzae Fructus Germinatus,果实及种子类,禾本科植物稻Oryza sativa L.的成熟果实经发芽处理后的干燥品。,各产稻区均产。,稻芽呈扁长椭圆形，两端略尖，长7~9mm，直径约3mm。外稃黄色，有白色细茸毛，具5脉。一端有2枚对称的白色条形浆片，长2~3mm，于一个条形浆片内侧伸出弯曲的须根1~3条，长0.5~1.2cm。质硬，断面白色，粉性。无臭，味淡。,以身干、粒饱满、大小均匀、色黄、无杂质者为佳。,甘，温。,消食和中，健脾开胃。用于食积不消，腹胀口臭，脾胃虚弱，不饥食少。炒稻芽偏于消食。用于不饥食少。焦稻芽善化积滞。用于积滞不消。
大枣,Dazao,Common Jujube,Jujubae Fructus,果实及种子类,鼠李科植物枣Ziziphus jujuba Mill.的干燥成熟果实,主产于山西、陕西、河北、河南等地区。,本品呈椭圆形或球形，长2~3.5cm，直径1.5~2.5cm。表面暗红色，略带光泽，有不规则皱纹。基部凹陷，有短果梗。外果皮薄，中果皮棕黄色或淡褐色，肉质，柔软，富糖性而油润。果核纺锤形，两端锐尖，质坚硬。气微香，味甜。,以个大、色红、肉质油润者为佳。,甘，温。,补中益气，养血安神。用于脾虚食少，乏力便溏，妇人脏躁。
