名称,拼音,英文名,拉丁名,类别,来源,产地,性状,品质,性味,功效
菝葜,Baqia,Chinaroot Greenbrier Rhizome,Smilacis Chinae Rhizoma,根及根茎类,百合科植物菝葜Smilax china L.的干燥根茎。,主产广西、江苏、浙江等地。,"根茎扁柱形，略弯曲，或不规则形，长10~20cm，直径2~4cm。表面黄棕色或紫棕色，结节膨大处有圆锥状突起的茎痕、芽痕及细根断痕，或留有坚硬折断的细根，呈刺状，节上有鳞叶；有时先端残留地上茎。质坚硬，断面棕黄色或红棕色，粗纤维性。气微味，味微苦。产于江苏的较细而长，俗称""金刚鞭""；产于浙江的较粗壮，俗称""铁菱角""。",以根茎粗壮、断面色红者为佳。,甘、酸，平。,祛风利湿；解毒消痈。主风湿痹痛；淋浊；带下；泄泻；痢疾；痈肿疮毒；顽癣；烧烫伤；解毒，驱风，疮科要药，有发汗，驱风，利尿及治淋病，癌症，消渴症的功用，叶捣烂外稃治恶疮。
北豆根,Beidougen,Asiatic Moonseed Rhizome,Menispermi Rhizoma,根及根茎类,防己科植物蝙蝠葛Menispermum dauricum DC.的干燥根茎。,主产山东、山西、河北等地。,根茎圆柱形，弯曲，有分枝，长可达50cm，直径0.3~0.8cm。表面黄棕色至暗棕色，多有弯曲的细根及纵皱纹，外皮易剥落。质韧，不易折断，断面不整齐，纤维性，木部黄色，呈放射状排列，中心有髓。气微，味苦。,以粗壮、味苦者为佳。,苦，寒，有小毒。,清热解毒，消肿利咽。用于火毒蕴结，咽喉肿痛，齿龈肿痛。
草乌,Caowu,Kusnezoff Monkshood Mother Root,Aconiti Kusnezoffii Radix,根及根茎类,毛茛科植物北乌头Aconitum kusnezoffii Reichb.的干燥块根。,主产黑龙江、吉林、辽宁、河北等地。,草乌呈圆锥形而稍弯曲，形如乌鸦头，长2~7cm，直径1~3cm，顶端常有长1cm左右的残茎或茎痕，表面暗棕色或灰褐色，外皮皱缩。有的具突起的支根。质坚，难折断，断面白色或灰白色，形成层环纹多角形或类圆形。无臭，味辛辣，麻舌。,以个大、肥壮、质坚实、粉性足、残茎及须根少者为佳。,辛、苦，热，有大毒。,祛风除湿，温经止痛。用于风寒湿痹，关节疼痛，心腹冷痛，寒疝作痛，麻醉止痛。
柴胡,Chaihu,Chinese Thorawax Root,Bupleuri Radix,根及根茎类,伞形科植物柴胡Bupleurum chinense DC.的干燥根。,主产河南、河北、陕西等地。,呈圆柱形或长圆锥形，长6~15cm，直径0.3~0.8cm。根头膨大，顶端残留3~15个茎基或短纤维状叶基，下部分枝。表面黑褐色或浅棕色，具纵皱纹、支根痕及皮孔。质硬而韧，不易折断，断面显片状纤维性，皮部浅棕色，木部黄白色。气微香，味微苦。,以条粗，无残留须根者为佳。,苦，微寒。,和解少阳，疏肝解郁。透表泄热，升举阳气。用于感冒发热、寒热往来、疟疾，肝郁气滞，胸肋胀痛，脱肛，子宫脱落，月经不调。
常山,Changshan,Antifebrile Dichroa Root,Dichroae Radix,根及根茎类,虎耳草科植物常山Dichroa febrifuga Lour.的干燥根。,主产湖南、湖北、四川、贵州等地。,主根多粗直而长，有的呈圆柱形作不规则弯曲扭转，直径6~20mm；侧根多数，并有无数细根，表面灰棕色，具不规则纵横裂纹。质坚硬，不易折断，断面黄白色或淡黄色，皮部厚，鲜时易剥离，内面光滑，富有粘质。外形极似常山，但断面为白心，故称“白常山”。气微，味淡。饮片呈淡黄色。,以质坚硬、断面色淡黄者为佳。,苦、辛，寒，有毒。,解热抗疟，解毒。主治疟疾，涌吐痰涎。
苍术,Cangzhu,Swordlike Atracylodes Rhizome,Atractylodis Rhizoma,根及根茎类,菊科植物茅苍术Atractylodes lancea (Thunb.) DC.的干燥根茎。,主产浙江、湖北、江苏、河南等地。,呈不规则连珠状或结节状圆柱形，略弯曲，偶有分枝，长3~10cm，直径1~2cm。表面灰棕色，有皱纹、横曲纹及残留须根，顶端具茎痕或残留茎基。质坚实，断面黄白色或灰白色，散有多数橙黄色或棕红色油室，暴露稍久，可析出白色细针状结晶。气香特异，味微甘、辛、苦。,以个大、质坚实、断面朱砂点多、香气浓者为佳。,苦、辛，温。,燥湿健脾，祛风散寒，明目。用于脘腹胀满，泄泻水肿，脚气痿躄，风湿痹痛，风寒感冒，夜盲。
赤芍,Chishao,Red Paeoniae Trichocarpae,Paeoniae Radix Rubra,根及根茎类,毛茛科植物芍药Paeonia lactiflora Pall.的干燥根茎。,主产东北、内蒙古等地。,该品呈圆柱形，稍弯曲，长5~40cm，直径0.5~3cm。表面棕褐色，粗糙，有纵沟及皱纹，并有须根痕及横向凸起的皮孔，有的外皮易脱落。质硬而脆，易折断，断面粉白色或粉红色，皮部窄，木部放射状纹理明显，有的有裂隙。气微香，味微苦、酸涩。,以根条粗壮、粉性足、断面粉白色者为佳。,苦，微寒。,清热凉血、散瘀止痛的功能。生赤芍以清热凉血力胜。多用于温病热入血分的身热出血，目赤肿痛，痈肿疮毒。
重楼,Chonglou,Chinese Manyleaf Paris Rhizome,Paridis Rhizoma,根及根茎类,百合科植物云南重楼Paris yunnanensis Franch.或七叶一枝花Paris polyphylla Sm.的干燥根茎。,主产云南、贵州、四川等地。,根茎类圆柱形，多较平直，少数弯曲。直径1~6cm，长4.5~12cm。表面黄棕色，少数灰褐色，较平滑；环节较稀疏，突起不明显；茎痕半圆形或扁圆形，不规则排列，表面较平或稍突起。质坚硬，不易折断，断成粉质或角质化。气微，味苦。饮片切面白色或类白色，具粉性。,以根条粗壮、粉性足、断面粉白色者为佳。,苦，微寒，有小毒。,清热解毒，消肿止痛，凉肝定惊。作于疔肿痈肿、咽喉肿痛、毒蛇咬伤、跌扑伤痛、惊风抽搐。
川贝母,Chuanbeimu,Tendrilleaf Fritillary Bulb,Fritillariae Cirrhosae Bulbus,根及根茎类,百合科植物川贝母Fritillaria cirrhosa D. Don 的干燥鳞茎。,主产四川、云南、青海、西藏等地。,松贝呈类圆锥形或近球形，高0.3~0.8cm，直径0.3~0.9cm。表面类白色。外层鳞叶2瓣，大小悬殊，大瓣紧抱小瓣，未抱部分呈新月形，顶部闭合。内有类圆柱形、顶端稍尖的心芽和小鳞叶1~2枚。先端钝圆或稍尖，底部平，微凹入，中心有一灰褐色的鳞茎盘，偶有残存须根。质硬脆，断面白色，富粉性。气微，味微苦。青贝呈类扁球形，高0.4~1.4cm，直径0.4~1.6cm。外层鳞叶2瓣，大小相近，相对抱合，顶部开裂。内有心芽和小鳞叶2~3枚及细圆柱形的残茎。炉贝呈长圆锥形，高0.7~2.5cm，直径0.5~2.5cm。表面类白色 (白炉贝) 或浅棕黄色 (黄炉贝)，有的具棕色斑点。外层鳞叶2瓣，大小相近，顶部开裂而略尖，基部稍尖或较钝。,以个小、完整、白色、质坚实、粉性足者为佳。,甘、苦，微寒。,清热润肺，化痰止咳。用于肺热燥咳，干咳少痰，阴虚劳嗽，咯痰带血。
川木香,Chuanmuxiang,Common Vladimiria Root,Vladimirae Radix,根及根茎类,菊科植物川木香Vladimiria souliei (Franch.) Ling 的干燥根。,主产四川、西藏等地。,呈圆柱形，习称铁杆木香，或成纵槽状半圆柱形，习称槽子木香，稍弯曲，长10~30cm，直径1~3cm。表面黄褐色或暗褐色，具较细的纵皱纹，外皮脱落处可见丝瓜络状细脉纹，根头偶有黑色发粘的胶状物，习称油头或糊头。体较轻，质脆易折断。断面黄白色或黄色，散有深黄色稀疏油点及裂隙，木部较宽广，有放射状纹理；有的中心呈腐朽状。气微香，味苦，嚼之粘牙。,以质硬、条粗、香气浓者为佳。,辛、苦，温。,行气止痛。用于脘腹胀痛，肠鸣腹泻，里急后重，两胁不舒，肝胆疼痛。
川牛膝,Chuanniuxi,Medicinal Cyathula officinalis Root,Cyathulae Radix,根及根茎类,苋科植物川牛膝Cyathula officinalis Kuan的干燥根。,主产四川、云贵等地。,本品呈近圆柱形，微扭曲，向下略细或有少数分枝，长30~60cm，直径0.5~3cm。表面黄棕色或灰褐色，有微扭曲的纵皱纹、侧根痕和多数横长的散在皮孔样突起。质韧，不易折断，断面浅黄色或棕黄色，维管束点状，排列成数轮同心环。气微，味甜。,以分枝少、根粗壮、断面浅黄色者为佳。,甘、微苦，平。,逐瘀通经，通利关节，利尿通淋。用于经闭症瘕，胞衣不下，关节痹痛，足痿筋挛，尿血血淋，跌扑损伤。
川乌,Chuanwu,Common Monkshood Mother Root,Aconiti Radix,根及根茎类,毛茛科植物乌头Aconitum carmichaelii Debx.的干燥根。,主产四川、陕西等地。,为不规则圆锥形，稍弯曲，顶端常有残茎，中部多向一侧膨大，长2~7.5cm，直径1.2~2.5cm。表面棕褐色或灰棕色，皱缩，有小瘤状侧根及子根痕。质坚实，断面类白色或浅灰黄色，形成层环多角形。气微，味辛辣、麻舌。,以饱满、质坚实、断面色白者为佳。,辛、苦，热，有大毒。,祛风除湿；温经；散寒止痛。主风寒湿痹；关节疼痛；肢体麻木；半身不遂；头风头痛；心腹冷痛；寒疝作痛；跌打瘀痛；阴疽肿毒；并可用于麻醉止痛 。
川芎,Chuanxiong,Szechwan Lovage Rhizome,Chuanxiong Rhizoma,根及根茎类,伞形科植物川芎Ligusticum chuanxiong Hort.的干燥根茎。,主产四川、江西、湖南、湖北等地。,为不规则结节状拳形团块，直径2~7cm。表面黄褐色，粗糙皱缩，有多数平行隆起的轮节，顶端有凹陷的类圆形茎痕，下侧及轮节上有多数小瘤状根痕。质坚实，不易折断，断面黄白色或灰黄色，散有黄棕色的油室，形成层呈波状环纹。气浓香，味苦、辛。稍有麻舌感，微回甜。饮片边缘不整齐，呈不规则的类蝴蝶形薄片。,以个大饱满、质坚实、油性大、香气浓、断面黄白者为佳。,辛，温。,活血祛瘀；行气开郁；祛风止痛 。用于胸痹心痛，胸胁刺痛，跌扑肿痛，月经不调，经闭痛经，瘾瘕腹痛，头痛，风湿痹痛。
刺五加,Ciwujia,Manyprinckle Acanthopanax,Acanthopanacis Senticosi Radix et Rhizoma Sue Caulis,根及根茎类,五加科植物刺五加Acanthopanax senticosus (Rupr. et Maxim.) Harms 的干燥根及根茎或茎。,主产河北和东北地区。,为根茎结节状不规则圆柱形，直径1.4~4.2cm；表面灰褐色，有皱纹；上端有不定芽发育的细枝。根圆柱形，多分枝，常扭曲，长3.5~12cm，直径0.3~1.5cm；表面灰褐色或黑褐色，粗糙、皮薄，剥落处呈灰黄色。质硬，断面黄白色，纤维性。有特异香气，味微辛、稍苦、涩。,以皮完整、断面黄白色、香气浓者为佳。,辛、微苦，温。,益气健脾；补肝肾；强筋骨；活血脉。风寒湿痹；腰膝疼痛；筋骨痿软；行动迟缓；体虚羸弱；跌打损伤；骨折；水肿；脚气；阴下湿痒。
当归,Danggui,Chinese Angelica,Angelicae Sinensis Radix,根及根茎类,伞形科植物当归Angelica sinensis (Oliv.) Diels 的干燥根。,主产甘肃、云南、青海等地。,全归长略呈圆柱形，下部有支根3~5条或更多，长15~25cm。外皮细密，表面黄棕色至棕褐色，具纵皱纹及横长皮孔。根头 (归头) 直径1.5~4cm，具环纹，上端圆钝，有紫色或黄绿色的茎及叶鞘的残基；主根 (归身) 表面凹凸不平；支根 (归尾) 直径0.3~1cm，上粗下细，多扭，有少数须根痕。质柔韧，断面黄白色或淡黄棕色，皮部厚，有裂隙及多数棕色点状分泌腔，木部色较淡，形成层环黄棕色。木质部色较淡；根茎部分断面中心通常有髓和空腔。,以主根粗长、油润、外皮黄棕色、肉质饱满、香气浓者为佳。,甘、辛，温。,补血活血，调经止痛，润肠通便。用于血虚萎黄、眩晕心悸、月经不调、经闭痛经、虚寒腹痛、肠燥便秘、风湿痹痛、跌扑损伤、痈疽疮疡。
地黄,Dihuang,Adhesive Rehmannia Root Tuber,Rehmanniae Radix,根及根茎类,玄参科植物地黄Rehmannia glutinosa Libosch. 的新鲜或干燥块根。,主产山东、山西、河南、河北等地。,鲜地黄：呈纺锤形或圆柱形条状，长8~24cm。外皮薄，表面浅红黄色，具弯曲的纵皱纹、芽痕、横长皮孔及不规则疤痕。肉质，易断，断面皮部淡黄白色，可见橘红色油点，木部黄白色。气微，味微甜、微苦。生地黄呈不规则的圆形或长圆形块状，长6~12cm，直径3~6cm；表面灰棕色或灰黑色，全体皱缩不平，具不规则的横曲纹；细小的多为长条状，稍扁而扭曲；质柔软，干后则坚实，体重，不易折断，断面平坦，紫黑色或乌黑色而光亮，显油润，具粘性；气微香，味微甜。熟地黄：为不规则的块片、碎块，大小、厚薄不一。表面乌黑色，有光泽，粘性大。质柔软而带韧性，不易折断，端面乌黑色，有光泽。味甜。,鲜地黄以色红黄、粗壮者为佳；生地黄以块大、体重、断面乌黑油润，味甘者为佳；熟地黄以软块大、内外乌黑有光泽者为佳。,鲜地黄：甘、苦，寒。生地黄：甘，寒。熟地黄：甘，微温。,鲜地黄清热生津凉血止血；生地黄清热凉血，养阴生津；熟地黄滋阴补血，益精填髓。可用于阴虚发热，消渴，吐血，衄血，血崩，月经不调，胎动不安，阴伤便秘等症。
地榆,Diyu,Longleaf Garden Burnet Root,Sanguisorbae Radix,根及根茎类,蔷薇科植物地榆Sanguisorba officinalis L. 的干燥根。,主产陕西、山西、内蒙古、东北等地。,根圆柱形，略扭曲状弯曲，长18~22cm，直径0.5~2cm。有时可见侧生支根或支根痕。表面棕褐色，具明显纵皱。顶端有圆柱状根茎或其残基。质坚，稍脆，折断面平整，略具粉质。横断面形成层环明显，皮部淡黄色，木部棕黄色或带粉红色，呈显著放射状排列。气徽，味微苦涩。,以质硬、条粗、断面红色者为佳。,苦、酸、涩，微寒,凉血止血，解毒敛疮。除下焦热，治大小便血证。
独活,Duhuo,Doubleteeth Angelicae Root,Angelicae Pubescentis Radix,根及根茎类,伞形科植物重齿毛当归Angelica pubescens Maxim. f. biserrata Shan et Yuan 的干燥根。,主产四川、湖北等地。,根头及主根粗短，略呈圆柱形，长1.5~4cm，直径1.5~3.5cm，下部有数条弯曲的支根，长12~30cm，直径0.5~1.5cm。表面粗糙，灰棕色，具不规则纵皱纹及横裂纹，并有多数横长皮孔及细根痕；根头部有环纹，具多殖环状叶柄痕，中内为凹陷的茎痕。质坚硬，断面灰黄白色，形成层环棕色，皮部有棕色油点 (油管)，木部黄棕色；根头横断面有大形贿部，亦有油点。香气特异，味苦辛，微麻舌。,以条粗壮、油润、香气浓者为佳。,辛、苦，微温。,祛风胜湿；散寒止痛。用于风寒湿痹；腰膝疼痛；少阴伏风头痛，头痛齿痛。
莪术,Ezhu,Blue Turmeric Rhizome,Curcumae Rhizoma,根及根茎类,姜科植物蓬莪术Curcuma phaeocaulis Val.的干燥根。,主产四川、福建、广东、广西等地。,根茎圆锥形，上端较尖，下端基部钝圆，长2~6cm，直径2~3cm。表面淡黄色，稍皱缩，上部有明显的环节，节上有鳞片样叶柄残基，两侧各有1列圆点状侧生根痕。质坚实，断面灰褐色，蜡样，常附有灰棕色粉末。内皮层环圆形，中柱占大部分。气微香，味苦辣。,以质坚实、气香者为佳。,辛、苦，温。,破血逐瘀，行气止痛。
防风,Fangfeng,Divaricate Saposhnikovia,Saposhnikoviae Radix,根及根茎类,伞形科植物防风Saposhnikovia divaricata (Turcz.) Schischk.的干燥根。,主产内蒙古东部地区。,干燥的根呈圆锥形或纺锤形，稍弯曲，长20~30cm，根头部直径约1cm，中部直径1~1.5cm。表面灰黄色或灰棕色。根头部有密集的细环节，节上有棕色粗毛，顶端有茎的残痕；根部外皮皱缩而粗糙，有不整齐的纵皱及细横纹，除散生污黄色的横长皮孔外，点状突起的须根痕也随处可见。质松而软，易折断，断而不平坦，木部淡黄色，皮部黄棕色有裂隙，射线呈放射状。气微香，味微甘。,以条粗壮、皮细而紧、无毛头、断面有棕色环、中心色淡黄者为佳。,辛、甘，微温。,祛风解表，胜湿止痛，止痉。用于治疗外感风寒，头痛，目眩，项强、风寒湿痹，骨节酸痛，四肢挛急，破伤风。
防己,Fangji,Fourstamen Stephania Root,Stephaniae Tetrandrae Radix,根及根茎类,防己科植物粉防己Stephania tetrandra S. Moore的干燥根。,主产湖南、湖北、江西、安徽等地。,根不规则圆柱形，形如“猪大肠”，剖切成半圆柱形或块状，常弯曲，弯曲处有深陷横沟而呈结节状，长5~15cm，直径1~5cm。表面灰黄色，有细皱纹及横向突起的皮孔。质坚重，断面平坦，灰白色，有“蜘蛛网纹”，具粉性。气微，味苦。,以质坚实、断面白色、粉性足者为佳。,苦，寒。,利水消肿，祛风止痛。主治水肿脚气，小便不利，湿疹疮毒，风湿痹痛，高血压症。一般认为，汉防己利水消肿作用较强，木防己祛风止痛作用较好。
粉萆薢,Fenpixie,Hypoglaucous Yam Rhizome,Dioscoreae Hypoglaucae Rhizoma,根及根茎类,薯蓣科植物粉背薯蓣Dioscorea hypoglauca Palibin的干燥根茎。,主产湖南、浙江、江西、安徽等地。,为不规则的薄片。边缘不整齐，大小不一，厚约0.5mm。有的有棕黑色或灰棕色的外皮。切面黄白色或灰棕色，维管束呈小点状散在。质松，略有弹性。气微，味辛、微苦。,以片大而薄、切面黄白色者为佳。,苦，平。,利水，祛风，利湿。治风湿顽痹，腰膝疼痛，小便不利，淋浊，遗精，湿热疮毒。
粉葛,Fenge,Edible Kudzuvine Root,Puerariae Thomsonii Radix,根及根茎类,豆科植物甘葛藤Pueraria thomsonii Benth.的干燥根。,主产湖南、浙江、江西、安徽等地。,粉葛根呈圆柱形、类纺锤形或半圆柱形，有的为纵切或斜切的厚片，大小不一。除去外皮的表面黄白色或淡黄色，未去外皮的呈灰棕色。质坚硬而重，纤维性较弱，有的呈绵毛状，富粉性。,以块大、质坚实、色白、粉性足、纤维少为佳。,甘、辛，凉。,解肌退热；发表透诊；生津止渴；升阳止泻。主治外感发热、头项强痛、麻疹初起、疹出不畅、温病口渴、消渴、泄泻、痢疾、高血压、冠心病。
附子,Fuzi,Prepared Common Monkshood Daughter Root,Aconiti Lateralis Radix Praeparata,根及根茎类,毛茛科植物乌头Aconitum carmichaelii Debx.的子根的加工品。,主产陕西、四川等地。,盐附子：呈圆锥形，长4~7cm，直径3~5cm。表面灰黑色，被盐霜，顶端有凹陷的芽痕，周围有瘤状突起的支根或支根痕。体重，横切面灰褐色，可见充满盐霜的小空隙及多角形形成层环纹，环纹内侧导管束排列不整齐。气微，味咸而麻，剌舌。黑顺片：为纵切片，上宽下窄，长1.7~5cm，宽0.9~3cm，厚0.2~0.5cm。外皮黑褐色，切面暗黄色，油润具光泽，半透明状，并有纵向导管束。质硬而脆，断面角质样。气微，味淡。白附片：为纵切片，无外皮，黄白色，半透明，厚约0.3cm 。炮附片：形如白附片，色泽加深，质酥脆，略鼓起。淡附片：为纵切薄片，表面灰白色，质硬脆。气微、味淡，无麻舌感。,盐附子以个大、坚实、灰黑色、表面起盐霜者为佳。黑顺片以偏大、薄厚均匀、质硬而脆、表面油润光泽者为佳。白附片以片大、色白、半透明者为佳。,甘、辛，大热，有毒。,回阳救逆，补火助阳，散寒止痛。“为回阳救逆第一品药”。用于阴盛格阳，大汗亡阳，吐泻厥逆，肢冷脉微，心腹冷痛，冷痢，脚气水肿，风寒湿痹，阳痿，宫冷，虚寒吐泻，阴寒水肿，阳虚外感，阴疽疮疡以及一切沉寒痼冷之疾。
甘松,Gansong,Chinese Nardostachys Root and Rhizome,Nardostachyos Radix et Rhizoma,根及根茎类,败酱科植物甘松Nardostachys chinensis Batal.的干燥根及根茎。,主产甘肃、青海、四川等地。,本品多弯曲，上粗下细，长5~18cm。根茎短，上端有残留茎基，外被多层枯叶殖基，呈膜质片状或纤维状，外层棕黑色，内层棕色或黄色。根单一，有的数条交结，并列或分枝，长6~16cm，直径0.3~1cm；表面皱缩，棕褐色，有细根和须根。质松脆，易折断，断面粗糙，皮部深棕色，常成裂片状，木部黄白色。气特异，叶苦、辛，有清凉感。,以条长、根粗、香气浓者为佳。,甘、辛，温。,行气止痛，开郁醒脾。外用祛湿消肿。用于中焦寒凝气滞，脾胃不和，食欲不振，呕吐；外用治牙痛。
甘遂,Gansui,Gansui RootKansui Root,Kansui Radix,根及根茎类,大戟科植物甘遂Euphorbia kansui T. N. Liou ex T. P. Wang的干燥块根。,主产宁夏、陕西、山西、河南。,本品呈椭圆形、长圆柱形或连珠形，长1~5cm，直径0.5~2.5cm。表面类白色或黄白色，凹陷处有棕色外皮残留。质脆，易折断，断面粉性，白色，木部微显放射状纹理；长圆柱状者纤维性较强。气微，味微甘而辣。,以色白、肥大、粉性足者为佳。,苦，寒，有毒。,泻水逐饮，消肿散结。用于水肿胀满，胸腹积水，痰饮积聚，气逆喘咳，二便不利，消肿散结：外用可治痈肿疮疡。
藁本,Gaoben,Chinese Ligusticum Rhizome,Ligustici Rhizoma et Radix,根及根茎类,伞形科植物藁本Ligusticum sinense Oliv.的干燥根茎及根。,主产四川、湖北、湖南、江西。,根茎呈不规则结节状圆柱形，稍扭曲，有分枝，长3~10cm，直径1~2cm。表面棕褐色或暗棕色，粗糙，有纵皱纹，上侧残留数个凹陷的圆形茎基，下侧有多数点状突起的根痕及残根。体轻，质较硬，易折断，断面黄色或黄白色，纤维状。气浓香，味辛、苦、微麻。,以大小均匀、香气浓郁者为佳。,辛，温。,祛风，散寒，除湿，止痛。用于风寒感冒，巅顶疼痛，风湿肢节痹痛。
高良姜,Gaoliangjiang,Lesser Galangal Rhizome,Alpiniae Officinarum Rhizoma,根及根茎类,姜科植物高良姜Alpinia officinarum Oliv.的干燥根茎及根。,主产广东、广西等地。,该品呈圆柱形，多弯曲，有分枝，长5~9cm，直径1~1.5cm。表面棕红色至暗褐色，有细密的纵皱纹及灰棕色的波状环节，节间长0.2~1cm，一面有圆形的根痕。质坚韧，不易折断，断面灰棕色或红棕色，纤维性，中柱约占1/3。气香，味辛辣。,以气香味辣、分枝少、红棕色者为佳。,辛，热。,温胃散寒，消食止痛。用于脘腹冷痛，胃寒呕吐，嗳气吞酸。
葛根,Gegen,Lobed Kudzuvine Root,Puerariae Lobatae Radix,根及根茎类,豆科植物野葛Pueraria lobata (Willd.) Ohwi的干燥根。,主产河南、浙江、广东、湖南等地。,本品呈纵切的长方形厚片或小方块，长5~35cm，厚0.5~1cm。外皮淡棕色，有纵皱纹，粗糙。切面黄白色，纹理不明显。质韧，纤维性强。气微，味微甜。,以白色、块大、质坚实、粉性足、纤维少者为佳。,甘、辛，凉。,解表退热，生津，透疹，升阳止泻。用于外感发热头痛、高血压颈项强痛、口渴、消渴、麻疹不透、热痢、泄泻。
狗脊,Gouji,East Asian Tree Fern,Cibotii Rhizoma,根及根茎类,蚌壳蕨科植物金毛狗脊Cibotium barometz (L.) J. Sm.的干燥根茎。,主产四川、福建等地。,本品呈不规则的长块状，长10~30cm，直径2~10cm。表面深棕色，残留金黄色绒毛，上面有数个红棕色的木质叶柄，下面残存黑色细根。质坚硬，不易折断。无臭，味淡、微涩。生狗脊片呈不规则长条形或圆形，长5~20cm，直径2~10cm，厚1.5~5mm；切面浅棕色，较平滑，近边缘1~4mm处有1条棕黄色隆起的木质部环纹或条纹，边缘不整齐，偶有金黄色绒毛残留；质脆，易折断，有粉性。熟狗脊片呈黑棕色，质坚硬，木质部有环纹明显。,以质坚实、体重，绒毛金色者为佳。,苦、甘，温。,祛风除湿，补肝肾，强腰膝。用于风湿痹痛，腰膝酸软，下肢无力，尿频，遗尿，白带过多。外敷金创止血。
骨碎补,Gusuibu,Fortune's Drynaria Rhizome,Drynariae Rhizoma,根及根茎类,水龙骨科植物槲蕨Drynaria fortunei (Kunze) J. Sm.的干燥根茎。,主产四川、福建、广东等地。,根茎为不规侧背腹扁平的条状、块状或片状，多弯曲，两侧常有缢缩和分枝，长3~20cm，宽0.7~1.5cm。表面密被棕色或红棕色细小鳞片，紧贴者呈膜质盾状；直伸者披针形，先端尖，边缘流苏状 (睫毛)，并于中柄基部和根茎嫩端较密集。鳞片脱落处显棕色，可见细小纵向纹理和沟脊。上面有叶柄痕，下面有纵脊纹及细根痕。质坚硬，断面红棕色，有白色分体中柱，排成长扁圆形。气香，味微甜、涩。,以条粗大、棕色者为佳。,苦，温。,补肾强骨，续伤止痛。用于肾虚腰痛，耳鸣耳聋，牙齿松动，跌扑闪挫，筋骨折伤；外治斑秃，白癜风。
红大戟,Hongdaji,Konxia Root,Knoxiae Radix,根及根茎类,茜草科植物红大戟Knoxia valerianoides Thorel的干燥块根。,主产广东、广西、云南、福建等地。,块根呈长圆锥形或长纺锤形，多不分枝，稍弯曲，长3~12cm，直径0.6~1.2cm。表面棕红色或灰棕色，有扭曲的纵皱纹；顶端可见茎痕。质坚实而易折断，断面皮部红褐色，木部棕黄色。气微，味微辛。,以个大、质坚实、色红褐色者为佳。,苦，寒，有毒。,泻水逐饮；解毒散结。用于胸腹积水，二便不利，痈肿疮毒，瘰疬痰核。
红景天,Hongjintian,Kirilow Rhodiola Root and Rhizome,Rhodiolae Crenulatae Radix et Rhizoma,根及根茎类,景天科植物大花红景天Rhodiola crenulata (Hook. f. et Thoms.) H. Ohba的干燥根及根茎。,主产西藏、四川、云南等地。,根茎呈圆柱形，粗短，略弯曲，少数有分枝。表面棕色或者褐色，粗糙有皱纹，主根圆柱形，粗短，质轻，表皮疏松，可以数层剥落。断面棕褐色，异形维管束花纹状，内有黄色膜质表皮。气味芳香，味微苦涩、后甜。,以大小均匀、断面棕褐色者为佳。,甘、苦，平。,益气活血，通脉平喘。用于气虚血瘀，胸痹心痛，中风偏瘫，倦怠气喘。
红芪,Hongqi,Manyinflorecenced Sweetvetch,Hedysari Radix,根及根茎类,豆科植物多序岩黄芪Hedysarum polybotrys Hand.-Mszz.的干燥根。,主产甘肃等地。,该品呈圆柱形，少有分枝，上端略粗，长10~50cm，直径0.6~2cm。表面灰红棕色，有纵皱纹、横长皮孔及少数支根痕，外皮易脱落，剥落处淡黄色。质硬而韧，不易折断，断面纤维性，并显粉性，皮部黄白色，木部淡黄棕色，射线放射状，形成层环浅棕色。气微，味微甜，嚼之有豆腥味。,以粉质多、味甘者为佳。,甘，温。,补气固表，利尿托毒，排脓，敛疮生肌。用于气虚乏力，食少便溏，中气下陷，久泻脱肛，便血崩漏，表虚自汗，气虚水肿，痈疽难溃，血虚萎黄，内热消渴，慢性肾炎蛋白尿，糖尿病。
红参,Hongshen,Red Ginseng,Ginseng Radix et Rhizoma Rubra,根及根茎类,五加科植物人参Panax ginseng C. A. Mey.的干燥根及根茎。,主产东北地区以及朝鲜半岛。,主根呈纺锤形或圆柱形，长3~10cm，直径1~2cm。表面半透明，红棕色，偶有不透明的暗黄褐色斑块，具纵沟、皱纹及细根痕，上部有断续的不明显环纹；下部有2~3条扭曲交叉的支根，并带弯曲的须根或仅具须根残迹。根茎 (芦头) 长1~2cm，上有数个凹窝状茎痕 (芦碗)，有的带有1~2条完整或折断的不定根。质硬而脆，断面平坦，角质样。气微香而特异，味甘、微苦。,以完整、条粗、质硬、有“黄马褂”者为佳。,甘、微苦，温。,大补元气，固脱生津，安神。治劳伤虚损，食少，倦怠，反胃吐食，大便滑泄，虚咳喘促，自汗暴脱，惊悸，健忘，眩晕头痛，阳痿，尿频，消渴，妇女崩漏，小儿慢惊，及久虚不复，一切气血津液不足之证。
